ContractID,ContractType,Department,VendorID,ContractValue,PaymentTerms,Payment_Method,TransactionDate,IsFraud
820,Construction,Airport,v1,68174.53,Net 30,PayPal,2023-05-05,false
821,Maintenance,Engineering,v2,93007.47,Net 30,Credit Card,2022-12-03,true
822,Services,Bridge and Highway,v3,99631.27,Net 30,PayPal,2022-12-29,true
823,Maintenance,Transportation,v4,76378.88,Net 45,Bank Transfer,2023-06-26,true
824,Maintenance,Airport,v3,35881.62,Net 60,Credit Card,2023-03-11,true
825,Supply,Engineering,v2,72056.19,Net 45,Credit Card,2023-03-26,true
826,Construction,Airport,v5,82967.56,Net 60,PayPal,2022-12-15,false
827,Services,Engineering,v2,61053.82,Net 30,Bank Transfer,2022-12-20,false
828,Construction,Public Works,v4,24504.63,Net 60,PayPal,2023-03-19,false
829,Services,Airport,v4,64638.25,Net 60,Credit Card,2023-09-28,true
830,Services,Public Works,v4,42825.45,Net 60,Credit Card,2023-05-20,false
831,Construction,Airport,v2,54189.14,Net 60,PayPal,2022-11-09,false
832,Services,Bridge and Highway,v1,98218.62,Net 60,Credit Card,2023-05-16,false
833,Services,Port,v3,59115.4,Net 60,Bank Transfer,2023-01-15,true
834,Services,Engineering,v3,38287.65,Net 60,Bank Transfer,2023-03-01,false
835,Supply,Transportation,v5,88046.47,Net 30,Bank Transfer,2023-10-02,false
836,Maintenance,Bridge and Highway,v3,34573.36,Net 45,Bank Transfer,2022-11-28,false
837,Construction,Public Works,v4,93192.0,Net 30,Bank Transfer,2023-05-19,true
838,Construction,Bridge and Highway,v2,50515.9,Net 30,Credit Card,2023-03-30,false
839,Maintenance,Transportation,v2,60420.3,Net 60,Credit Card,2023-05-15,true
840,Supply,Public Works,v5,39218.02,Net 60,PayPal,2023-06-20,false
841,Services,Engineering,v4,21546.76,Net 45,Credit Card,2023-05-10,false
842,Construction,Engineering,v1,56241.68,Net 45,Credit Card,2023-04-28,true
843,Maintenance,Public Works,v2,69115.5,Net 30,Bank Transfer,2022-12-26,false
844,Services,Public Works,v1,84635.54,Net 45,Bank Transfer,2023-03-21,true
845,Supply,Port,v5,22588.18,Net 60,Bank Transfer,2023-06-14,true
846,Services,Airport,v1,20859.02,Net 45,Credit Card,2023-03-30,true
847,Construction,Engineering,v2,92706.96,Net 60,Bank Transfer,2023-08-26,false
848,Services,Port,v3,33362.21,Net 30,Bank Transfer,2022-11-15,true
849,Construction,Airport,v5,19757.36,Net 30,Bank Transfer,2023-01-12,true
850,Construction,Transportation,v2,18927.32,Net 45,PayPal,2023-07-01,true
851,Maintenance,Engineering,v5,38130.78,Net 60,PayPal,2023-07-17,true
852,Construction,Bridge and Highway,v5,16612.06,Net 30,PayPal,2023-10-20,false
853,Supply,Transportation,v2,58397.05,Net 30,Bank Transfer,2023-03-13,false
854,Supply,Public Works,v1,24560.42,Net 30,Credit Card,2023-09-01,false
855,Construction,Airport,v3,84857.27,Net 45,Credit Card,2022-11-27,false
856,Maintenance,Transportation,v2,85573.02,Net 45,Bank Transfer,2023-02-13,false
857,Supply,Public Works,v1,54067.87,Net 60,Bank Transfer,2023-06-16,false
858,Services,Transportation,v1,42559.12,Net 45,Credit Card,2023-01-10,false
859,Supply,Transportation,v1,14845.37,Net 45,Credit Card,2023-05-12,false
860,Maintenance,Airport,v4,69628.48,Net 45,PayPal,2023-03-04,true
861,Maintenance,Public Works,v1,11460.64,Net 30,PayPal,2023-06-25,false
862,Maintenance,Transportation,v3,53744.51,Net 45,Bank Transfer,2023-04-01,false
863,Construction,Bridge and Highway,v3,54383.4,Net 60,Credit Card,2023-09-07,true
864,Maintenance,Airport,v2,82932.29,Net 30,PayPal,2023-02-05,true
865,Services,Bridge and Highway,v2,91145.18,Net 45,Bank Transfer,2022-12-22,true
866,Maintenance,Transportation,v1,30652.03,Net 30,Credit Card,2023-10-23,true
867,Construction,Port,v5,53991.5,Net 30,Bank Transfer,2023-02-19,true
868,Services,Bridge and Highway,v5,46689.32,Net 30,PayPal,2023-06-20,false
869,Construction,Engineering,v4,86951.89,Net 30,PayPal,2022-12-13,true
870,Supply,Port,v2,85023.66,Net 30,Bank Transfer,2023-01-02,true
871,Services,Public Works,v2,22634.82,Net 60,Bank Transfer,2023-02-24,false
872,Services,Port,v5,84757.53,Net 60,Bank Transfer,2023-07-08,true
873,Services,Transportation,v4,36482.32,Net 45,PayPal,2023-04-03,true
874,Construction,Bridge and Highway,v4,19063.58,Net 60,PayPal,2023-03-23,true
875,Supply,Port,v3,15233.08,Net 60,Bank Transfer,2023-01-11,true
876,Supply,Transportation,v3,48846.07,Net 60,Credit Card,2023-01-04,false
877,Supply,Engineering,v1,45886.85,Net 60,Credit Card,2023-01-11,true
878,Supply,Bridge and Highway,v5,64097.3,Net 30,Bank Transfer,2023-09-04,true
879,Maintenance,Public Works,v2,16257.59,Net 60,PayPal,2023-09-02,true
880,Maintenance,Transportation,v4,22756.28,Net 45,Bank Transfer,2023-01-15,true
881,Supply,Bridge and Highway,v1,81180.04,Net 60,Bank Transfer,2022-11-11,true
882,Construction,Engineering,v4,21065.03,Net 30,PayPal,2022-12-04,false
883,Maintenance,Bridge and Highway,v1,38457.94,Net 45,Bank Transfer,2023-02-27,false
884,Supply,Transportation,v4,32593.5,Net 45,Credit Card,2023-01-27,false
885,Construction,Port,v1,65833.92,Net 45,Credit Card,2023-03-21,true
886,Maintenance,Bridge and Highway,v2,35539.01,Net 60,PayPal,2022-10-30,false
887,Construction,Public Works,v3,51203.68,Net 45,PayPal,2022-12-21,false
888,Maintenance,Transportation,v1,15885.39,Net 30,Bank Transfer,2022-12-03,true
889,Supply,Bridge and Highway,v1,93181.09,Net 45,Bank Transfer,2023-04-18,false
890,Services,Airport,v4,27779.83,Net 45,PayPal,2023-05-23,false
891,Maintenance,Port,v3,47096.46,Net 45,PayPal,2023-06-17,true
892,Supply,Public Works,v3,53319.33,Net 45,Bank Transfer,2023-07-19,true
893,Maintenance,Public Works,v1,97970.33,Net 60,PayPal,2023-09-22,false
894,Maintenance,Public Works,v5,72220.6,Net 45,Credit Card,2023-04-03,false
895,Maintenance,Transportation,v1,11106.49,Net 60,PayPal,2023-03-23,false
896,Maintenance,Engineering,v2,86910.81,Net 30,Credit Card,2023-05-31,true
897,Construction,Engineering,v1,35018.36,Net 30,PayPal,2023-05-21,false
898,Services,Bridge and Highway,v1,74780.79,Net 60,Credit Card,2022-11-01,false
899,Supply,Engineering,v1,52474.31,Net 45,Bank Transfer,2023-04-28,false
900,Supply,Engineering,v5,14214.3,Net 45,PayPal,2023-04-05,true
901,Construction,Engineering,v3,22494.0,Net 45,Credit Card,2023-04-24,true
902,Supply,Transportation,v2,33593.07,Net 60,PayPal,2023-01-16,false
903,Maintenance,Engineering,v3,60149.56,Net 60,PayPal,2023-05-10,true
904,Maintenance,Transportation,v1,52151.51,Net 45,PayPal,2023-04-04,true
905,Construction,Public Works,v3,38033.28,Net 45,Bank Transfer,2023-06-11,false
906,Construction,Airport,v3,40409.63,Net 45,Credit Card,2023-08-17,true
907,Maintenance,Public Works,v1,62523.08,Net 30,Credit Card,2023-10-21,false
908,Construction,Bridge and Highway,v4,97670.2,Net 30,Bank Transfer,2023-10-06,true
909,Construction,Port,v2,43680.6,Net 30,PayPal,2023-07-25,true
910,Supply,Airport,v3,18925.87,Net 45,PayPal,2023-04-16,false
911,Construction,Engineering,v3,27930.42,Net 45,Bank Transfer,2023-01-07,true
912,Maintenance,Port,v4,78446.52,Net 60,Credit Card,2023-02-21,false
913,Construction,Port,v1,66375.37,Net 60,Credit Card,2023-08-21,false
914,Construction,Airport,v3,34341.66,Net 30,PayPal,2023-09-14,true
915,Maintenance,Bridge and Highway,v2,72166.98,Net 30,Bank Transfer,2023-08-28,true
916,Maintenance,Engineering,v1,15081.56,Net 45,PayPal,2023-04-21,false
917,Supply,Engineering,v5,26169.21,Net 30,Credit Card,2023-10-02,false
918,Construction,Airport,v5,83148.56,Net 30,PayPal,2023-07-02,false
919,Maintenance,Port,v1,18655.44,Net 45,Credit Card,2023-06-10,true
920,Maintenance,Port,v1,55149.51,Net 60,PayPal,2023-05-11,true
921,Supply,Port,v2,69153.02,Net 60,PayPal,2023-03-03,false
922,Supply,Port,v5,85659.12,Net 45,Credit Card,2023-05-16,false
923,Services,Port,v5,89316.06,Net 60,PayPal,2023-09-15,true
924,Services,Bridge and Highway,v2,89303.45,Net 30,Credit Card,2023-07-12,true
925,Construction,Airport,v4,59705.38,Net 45,PayPal,2023-06-16,false
926,Construction,Transportation,v5,91689.7,Net 45,Credit Card,2023-09-23,true
927,Services,Airport,v5,25275.12,Net 60,Credit Card,2023-03-07,false
928,Supply,Public Works,v2,79736.96,Net 30,PayPal,2023-03-20,false
929,Construction,Transportation,v2,39837.9,Net 45,PayPal,2023-01-14,false
930,Construction,Airport,v5,48678.04,Net 60,Bank Transfer,2023-08-07,true
931,Construction,Airport,v1,72573.09,Net 45,Credit Card,2023-02-25,false
932,Construction,Airport,v5,85302.24,Net 30,PayPal,2022-12-29,false
933,Maintenance,Transportation,v5,45538.74,Net 60,Credit Card,2023-08-11,true
934,Supply,Airport,v4,94878.5,Net 45,Bank Transfer,2023-06-14,true
935,Services,Public Works,v3,86417.3,Net 45,Bank Transfer,2023-09-16,false
936,Supply,Bridge and Highway,v3,95611.14,Net 30,Credit Card,2023-02-26,true
937,Construction,Bridge and Highway,v1,57311.09,Net 45,Credit Card,2023-07-28,true
938,Maintenance,Public Works,v1,29870.85,Net 30,Bank Transfer,2023-06-09,false
939,Supply,Engineering,v3,44037.97,Net 45,Bank Transfer,2023-09-25,true
940,Supply,Bridge and Highway,v4,70946.42,Net 30,PayPal,2023-05-13,false
941,Construction,Bridge and Highway,v4,61630.35,Net 45,Bank Transfer,2023-09-22,true
942,Maintenance,Engineering,v5,76119.91,Net 45,Bank Transfer,2023-03-13,true
943,Supply,Port,v4,27566.58,Net 60,Credit Card,2022-11-05,false
944,Construction,Port,v2,65089.44,Net 45,Bank Transfer,2023-10-02,true
945,Supply,Bridge and Highway,v3,42442.26,Net 30,Bank Transfer,2023-09-21,true
946,Services,Transportation,v5,43551.48,Net 30,PayPal,2023-07-23,false
947,Services,Airport,v4,47418.32,Net 45,Credit Card,2023-07-12,true
948,Maintenance,Airport,v4,43004.58,Net 45,Credit Card,2023-05-19,false
949,Construction,Bridge and Highway,v3,45895.11,Net 30,Credit Card,2023-10-04,false
950,Maintenance,Airport,v5,18302.81,Net 30,Credit Card,2023-07-05,false
951,Construction,Engineering,v5,79401.89,Net 45,Credit Card,2022-12-04,true
952,Maintenance,Engineering,v1,39842.86,Net 60,Credit Card,2023-08-09,false
953,Services,Transportation,v2,17603.99,Net 60,Credit Card,2023-05-29,true
954,Supply,Transportation,v3,22482.24,Net 60,Bank Transfer,2023-09-22,true
955,Services,Port,v1,81431.79,Net 60,PayPal,2022-12-15,false
956,Supply,Public Works,v2,26342.38,Net 30,PayPal,2023-04-26,false
957,Maintenance,Transportation,v1,69053.7,Net 60,Bank Transfer,2022-11-02,true
958,Maintenance,Port,v5,51977.12,Net 30,Credit Card,2023-06-12,false
959,Maintenance,Transportation,v1,48634.61,Net 30,Bank Transfer,2023-09-04,true
960,Supply,Engineering,v5,49012.52,Net 45,PayPal,2023-03-12,true
961,Services,Bridge and Highway,v2,95928.76,Net 60,Credit Card,2023-09-25,false
962,Supply,Transportation,v3,60553.82,Net 45,Credit Card,2023-01-30,true
963,Construction,Engineering,v1,80338.55,Net 60,Credit Card,2023-10-01,false
964,Construction,Public Works,v3,13171.03,Net 30,PayPal,2023-05-23,false
965,Maintenance,Airport,v3,42089.3,Net 30,PayPal,2023-05-18,false
966,Construction,Airport,v5,33066.36,Net 60,PayPal,2023-05-01,true
967,Construction,Engineering,v1,21418.2,Net 60,PayPal,2023-08-23,false
968,Supply,Airport,v4,89388.44,Net 45,Credit Card,2023-04-04,false
969,Construction,Bridge and Highway,v3,21260.48,Net 30,Bank Transfer,2023-05-22,true
970,Construction,Airport,v4,20270.41,Net 60,PayPal,2022-12-16,false
971,Services,Public Works,v1,62592.02,Net 60,Credit Card,2023-10-11,true
972,Construction,Transportation,v1,55042.84,Net 30,Bank Transfer,2023-09-27,true
973,Maintenance,Airport,v5,40754.31,Net 30,PayPal,2023-09-26,true
974,Construction,Port,v5,64657.78,Net 30,Credit Card,2023-03-05,false
975,Maintenance,Bridge and Highway,v2,28024.65,Net 30,PayPal,2023-06-13,false
976,Construction,Airport,v4,22116.2,Net 30,Credit Card,2023-02-21,false
977,Supply,Airport,v3,61700.42,Net 45,Bank Transfer,2023-03-18,false
978,Maintenance,Port,v4,46018.6,Net 30,Bank Transfer,2023-03-05,true
979,Maintenance,Transportation,v3,30175.68,Net 30,Bank Transfer,2023-03-22,false
980,Construction,Port,v2,96326.17,Net 30,Bank Transfer,2023-05-21,true
981,Construction,Airport,v3,21659.0,Net 45,PayPal,2023-01-13,false
982,Services,Engineering,v1,36111.89,Net 30,Credit Card,2023-07-09,true
983,Construction,Port,v2,35596.98,Net 60,Credit Card,2023-02-28,false
984,Construction,Port,v1,32106.79,Net 60,PayPal,2023-07-17,false
985,Supply,Public Works,v5,44064.52,Net 30,Bank Transfer,2023-07-04,false
986,Maintenance,Engineering,v5,63993.46,Net 45,Credit Card,2022-11-16,false
987,Services,Public Works,v3,74106.81,Net 45,Credit Card,2022-12-02,true
988,Construction,Bridge and Highway,v1,54198.42,Net 45,PayPal,2023-07-17,false
989,Services,Engineering,v4,83215.07,Net 60,Bank Transfer,2023-02-19,false
990,Construction,Bridge and Highway,v5,54639.58,Net 60,PayPal,2023-08-01,true
991,Construction,Engineering,v1,20242.52,Net 60,Bank Transfer,2022-10-30,false
992,Construction,Port,v5,57065.9,Net 60,Credit Card,2023-09-22,false
993,Supply,Public Works,v3,31074.22,Net 60,Credit Card,2023-04-21,false
994,Services,Transportation,v3,34121.48,Net 30,Bank Transfer,2023-06-20,true
995,Maintenance,Port,v4,14946.11,Net 45,PayPal,2023-05-18,true
996,Services,Transportation,v3,85241.08,Net 30,Credit Card,2023-03-21,false
997,Supply,Public Works,v5,14915.95,Net 60,PayPal,2023-01-17,true
998,Maintenance,Bridge and Highway,v4,53286.51,Net 30,Credit Card,2023-01-02,false
999,Construction,Engineering,v1,52059.05,Net 45,Credit Card,2022-11-01,true
1000,Supply,Transportation,v5,82187.91,Net 45,Credit Card,2023-04-01,true
1,Construction,Public Works,v4,57113.74,Net 30,Bank Transfer,2023-02-27,false
2,Supply,Port,v5,68215.26,Net 30,Bank Transfer,2023-01-22,false
3,Services,Transportation,v5,54077.5,Net 60,Bank Transfer,2022-12-20,false
4,Construction,Transportation,v5,91093.63,Net 60,Credit Card,2023-03-21,true
5,Supply,Port,v1,46104.21,Net 30,Credit Card,2023-05-04,true
6,Maintenance,Transportation,v5,12484.26,Net 45,Bank Transfer,2023-05-02,true
7,Services,Bridge and Highway,v3,93958.18,Net 45,Bank Transfer,2023-04-28,false
8,Supply,Public Works,v1,30166.2,Net 30,Bank Transfer,2023-08-17,false
9,Maintenance,Public Works,v2,37389.54,Net 30,PayPal,2023-04-19,true
10,Supply,Port,v1,48708.42,Net 45,Credit Card,2023-05-05,true
11,Maintenance,Airport,v4,74215.17,Net 60,PayPal,2023-07-16,true
12,Services,Public Works,v4,76117.46,Net 30,Bank Transfer,2023-07-03,false
13,Services,Transportation,v2,87111.61,Net 45,PayPal,2023-07-12,true
14,Supply,Bridge and Highway,v1,70983.09,Net 45,Bank Transfer,2023-03-20,true
15,Maintenance,Public Works,v2,20094.44,Net 30,PayPal,2023-10-13,true
16,Maintenance,Public Works,v3,58871.25,Net 45,Bank Transfer,2023-02-16,false
17,Supply,Engineering,v4,11653.71,Net 60,Bank Transfer,2022-12-12,true
18,Maintenance,Bridge and Highway,v4,19467.42,Net 60,Bank Transfer,2023-06-13,false
19,Construction,Engineering,v3,27977.27,Net 45,PayPal,2023-10-10,true
20,Maintenance,Public Works,v1,38933.04,Net 60,Credit Card,2023-01-17,false
21,Services,Airport,v3,74865.97,Net 45,Bank Transfer,2023-08-16,true
22,Services,Public Works,v1,82915.01,Net 45,PayPal,2022-10-30,true
23,Supply,Transportation,v4,27691.51,Net 30,Bank Transfer,2023-04-19,false
24,Construction,Port,v5,92445.47,Net 60,Bank Transfer,2023-03-01,true
25,Maintenance,Public Works,v2,85693.65,Net 30,PayPal,2023-10-02,true
26,Maintenance,Airport,v1,86006.51,Net 30,PayPal,2023-03-14,true
27,Maintenance,Airport,v5,91268.15,Net 30,Bank Transfer,2023-07-16,false
28,Services,Port,v2,24964.6,Net 30,Bank Transfer,2023-07-12,false
29,Supply,Public Works,v3,12528.7,Net 60,PayPal,2023-05-09,false
30,Construction,Engineering,v2,98477.38,Net 45,Bank Transfer,2023-07-22,true
31,Services,Bridge and Highway,v1,93442.91,Net 60,Credit Card,2023-03-12,false
32,Supply,Bridge and Highway,v4,12795.39,Net 45,Credit Card,2023-05-25,true
33,Services,Airport,v2,67316.66,Net 45,Credit Card,2023-08-06,true
34,Construction,Public Works,v4,79884.65,Net 30,Credit Card,2023-05-14,true
35,Maintenance,Public Works,v1,69665.02,Net 60,PayPal,2023-04-27,false
36,Services,Transportation,v1,17646.99,Net 30,Credit Card,2023-08-01,true
37,Supply,Port,v3,81638.82,Net 45,Credit Card,2023-01-28,true
38,Services,Bridge and Highway,v5,48571.25,Net 45,PayPal,2023-04-13,false
39,Construction,Airport,v1,96221.88,Net 30,PayPal,2023-09-27,true
40,Supply,Engineering,v1,88389.37,Net 45,PayPal,2022-12-03,false
41,Maintenance,Bridge and Highway,v5,85983.31,Net 60,Credit Card,2022-11-25,true
42,Supply,Transportation,v1,79350.09,Net 60,PayPal,2022-12-08,false
43,Construction,Bridge and Highway,v5,66080.32,Net 60,Credit Card,2023-10-04,false
44,Supply,Bridge and Highway,v3,88009.3,Net 30,PayPal,2023-08-14,false
45,Supply,Bridge and Highway,v1,60330.81,Net 45,Bank Transfer,2023-03-28,false
46,Services,Airport,v2,36541.97,Net 60,PayPal,2023-08-16,false
47,Construction,Bridge and Highway,v2,49748.76,Net 60,Credit Card,2023-06-17,false
48,Supply,Airport,v1,78720.65,Net 45,Credit Card,2023-06-21,false
49,Construction,Transportation,v4,41500.21,Net 45,Bank Transfer,2023-02-06,true
50,Services,Port,v2,89808.76,Net 30,Bank Transfer,2023-05-02,true
51,Maintenance,Port,v3,83244.5,Net 30,Credit Card,2022-11-03,true
52,Services,Transportation,v2,60106.18,Net 45,PayPal,2023-05-07,false
53,Construction,Public Works,v4,38369.16,Net 60,PayPal,2023-10-04,false
54,Maintenance,Engineering,v5,83366.33,Net 30,Credit Card,2023-10-15,true
55,Services,Engineering,v5,76898.14,Net 45,Bank Transfer,2023-07-15,true
56,Maintenance,Transportation,v2,15028.36,Net 60,Bank Transfer,2023-06-26,false
57,Supply,Public Works,v4,48392.57,Net 60,Bank Transfer,2023-04-03,true
58,Construction,Engineering,v5,41546.83,Net 60,PayPal,2023-06-26,true
59,Construction,Engineering,v1,91015.79,Net 30,Bank Transfer,2023-07-07,false
60,Construction,Port,v3,69960.53,Net 30,Credit Card,2022-11-07,false
61,Supply,Bridge and Highway,v1,96185.69,Net 45,Credit Card,2022-12-02,true
62,Maintenance,Transportation,v1,56464.66,Net 60,Bank Transfer,2023-01-07,true
63,Supply,Port,v5,73768.2,Net 30,PayPal,2023-05-13,true
64,Construction,Port,v1,32233.26,Net 60,Bank Transfer,2023-09-16,false
65,Construction,Port,v2,84118.24,Net 60,PayPal,2022-12-28,true
66,Maintenance,Transportation,v2,23440.11,Net 30,Credit Card,2022-12-25,true
67,Supply,Port,v1,25004.73,Net 30,PayPal,2023-06-13,false
68,Construction,Bridge and Highway,v1,92503.21,Net 30,Bank Transfer,2023-05-19,false
69,Maintenance,Airport,v2,75512.71,Net 60,Credit Card,2023-07-04,false
70,Services,Bridge and Highway,v2,20196.8,Net 60,Credit Card,2023-01-10,true
71,Services,Engineering,v1,19004.68,Net 45,PayPal,2023-08-13,false
72,Supply,Engineering,v5,75095.66,Net 45,Bank Transfer,2023-02-24,false
73,Construction,Bridge and Highway,v1,38156.61,Net 30,Credit Card,2022-12-26,false
74,Services,Bridge and Highway,v3,77272.47,Net 30,Bank Transfer,2023-03-14,false
75,Maintenance,Airport,v2,53523.06,Net 30,Credit Card,2023-08-08,false
76,Supply,Transportation,v1,22112.41,Net 30,PayPal,2022-12-04,false
77,Construction,Port,v2,62188.9,Net 30,Bank Transfer,2023-09-09,false
78,Supply,Port,v5,93126.56,Net 60,Bank Transfer,2023-03-26,true
79,Services,Engineering,v4,51746.99,Net 45,Bank Transfer,2023-01-04,true
80,Maintenance,Public Works,v2,62916.04,Net 30,Credit Card,2023-03-04,true
81,Construction,Port,v4,94904.27,Net 60,Bank Transfer,2023-09-17,false
82,Supply,Engineering,v1,76815.89,Net 30,Credit Card,2022-11-20,false
83,Construction,Transportation,v4,70955.38,Net 45,Bank Transfer,2022-12-17,false
84,Services,Bridge and Highway,v5,56187.15,Net 45,Bank Transfer,2023-08-10,true
85,Maintenance,Bridge and Highway,v4,67685.35,Net 45,Credit Card,2023-06-25,true
86,Maintenance,Transportation,v1,26557.69,Net 30,Credit Card,2023-09-12,false
87,Services,Engineering,v4,35497.49,Net 60,Bank Transfer,2023-10-22,true
88,Supply,Bridge and Highway,v1,79959.38,Net 45,Credit Card,2023-08-27,false
89,Supply,Public Works,v5,21003.84,Net 60,PayPal,2023-06-05,false
90,Maintenance,Transportation,v3,19989.39,Net 60,PayPal,2023-04-11,false
91,Construction,Public Works,v4,97320.57,Net 60,PayPal,2023-06-26,true
92,Maintenance,Transportation,v5,85939.87,Net 60,PayPal,2023-04-13,false
93,Services,Public Works,v2,21863.33,Net 60,PayPal,2023-05-14,true
94,Construction,Bridge and Highway,v3,24427.94,Net 60,Bank Transfer,2023-02-19,true
95,Supply,Public Works,v3,65404.22,Net 30,Credit Card,2023-07-12,false
96,Supply,Engineering,v4,52172.89,Net 30,Bank Transfer,2022-11-16,true
97,Supply,Port,v1,50078.85,Net 30,Credit Card,2023-05-02,true
98,Construction,Engineering,v1,59162.57,Net 45,Bank Transfer,2023-04-14,false
99,Supply,Port,v1,32100.77,Net 45,Credit Card,2023-10-02,false
100,Construction,Bridge and Highway,v1,41053.99,Net 30,Credit Card,2023-06-01,false
101,Construction,Bridge and Highway,v2,12485.34,Net 60,Bank Transfer,2023-03-03,true
102,Supply,Bridge and Highway,v4,80287.99,Net 45,Bank Transfer,2022-12-29,false
103,Services,Engineering,v3,24559.87,Net 60,Credit Card,2023-06-02,false
104,Supply,Port,v5,78193.63,Net 45,Bank Transfer,2023-06-29,false
105,Services,Bridge and Highway,v4,57151.29,Net 60,PayPal,2023-04-17,true
106,Services,Engineering,v1,71002.53,Net 45,PayPal,2022-11-19,false
107,Services,Airport,v3,83653.62,Net 45,PayPal,2023-05-18,false
108,Construction,Transportation,v5,97512.02,Net 60,Credit Card,2023-08-27,false
109,Services,Engineering,v2,13206.36,Net 30,Bank Transfer,2023-10-02,true
110,Maintenance,Airport,v1,21955.53,Net 45,Credit Card,2023-06-25,false
111,Maintenance,Transportation,v2,15774.57,Net 60,Credit Card,2023-02-02,false
112,Supply,Bridge and Highway,v5,60135.67,Net 45,PayPal,2023-05-09,true
113,Maintenance,Bridge and Highway,v1,60558.25,Net 60,Bank Transfer,2022-10-30,false
114,Maintenance,Airport,v3,61377.88,Net 30,Bank Transfer,2023-07-10,false
115,Supply,Public Works,v2,58979.29,Net 30,PayPal,2022-12-05,true
116,Supply,Transportation,v5,39625.16,Net 30,PayPal,2023-07-21,false
117,Maintenance,Bridge and Highway,v4,57126.32,Net 30,PayPal,2023-03-21,false
118,Maintenance,Engineering,v1,12315.56,Net 45,Bank Transfer,2023-01-25,true
119,Maintenance,Bridge and Highway,v1,32283.93,Net 45,Bank Transfer,2023-07-27,false
120,Services,Airport,v5,75807.05,Net 60,PayPal,2023-01-26,false
121,Construction,Public Works,v2,76237.2,Net 60,PayPal,2022-12-17,true
122,Maintenance,Bridge and Highway,v5,11537.21,Net 60,PayPal,2023-06-20,false
123,Construction,Bridge and Highway,v3,80523.64,Net 30,Bank Transfer,2022-12-05,true
124,Supply,Airport,v1,61024.3,Net 45,Credit Card,2022-12-01,true
125,Services,Public Works,v2,42198.35,Net 30,Bank Transfer,2022-11-23,false
126,Supply,Bridge and Highway,v5,66112.82,Net 30,PayPal,2023-08-15,true
127,Services,Port,v5,87673.67,Net 30,Bank Transfer,2023-07-06,true
128,Services,Transportation,v5,32825.3,Net 60,Bank Transfer,2023-04-23,true
129,Construction,Transportation,v1,43526.42,Net 30,PayPal,2023-10-15,true
130,Services,Airport,v5,79984.87,Net 45,Bank Transfer,2023-05-11,false
131,Supply,Airport,v5,90745.54,Net 45,PayPal,2023-07-15,false
132,Supply,Engineering,v3,77923.18,Net 45,Credit Card,2023-01-14,true
133,Maintenance,Transportation,v5,27415.57,Net 45,Bank Transfer,2023-10-01,true
134,Maintenance,Bridge and Highway,v2,68715.37,Net 45,PayPal,2023-02-22,true
135,Services,Engineering,v4,11437.89,Net 60,Bank Transfer,2023-06-02,true
136,Maintenance,Transportation,v1,94412.51,Net 60,PayPal,2023-09-30,false
137,Construction,Port,v1,95043.58,Net 60,PayPal,2023-06-13,false
138,Maintenance,Bridge and Highway,v3,81481.44,Net 60,PayPal,2023-04-15,true
139,Services,Public Works,v4,81743.39,Net 30,Bank Transfer,2023-07-05,false
140,Maintenance,Transportation,v1,15844.48,Net 45,PayPal,2023-04-25,true
141,Construction,Public Works,v4,10258.13,Net 30,Credit Card,2023-10-28,false
142,Construction,Bridge and Highway,v1,21536.46,Net 30,Bank Transfer,2023-05-06,true
143,Construction,Transportation,v3,79053.87,Net 60,PayPal,2023-05-28,false
144,Services,Bridge and Highway,v4,85819.23,Net 60,Credit Card,2022-11-29,false
145,Supply,Transportation,v2,76072.0,Net 45,Credit Card,2023-09-06,true
146,Maintenance,Bridge and Highway,v2,79619.49,Net 45,PayPal,2022-12-28,false
147,Services,Transportation,v4,86078.98,Net 60,PayPal,2023-03-26,false
148,Construction,Engineering,v3,24723.6,Net 60,Bank Transfer,2023-05-09,false
149,Construction,Transportation,v2,85694.71,Net 45,Credit Card,2023-08-27,false
150,Services,Transportation,v4,37289.48,Net 60,Bank Transfer,2023-09-01,true
151,Maintenance,Port,v3,13229.81,Net 45,Bank Transfer,2023-09-19,false
152,Supply,Transportation,v4,17744.57,Net 60,PayPal,2022-12-11,false
153,Maintenance,Bridge and Highway,v2,14391.69,Net 60,PayPal,2022-11-05,true
154,Maintenance,Airport,v3,70513.37,Net 60,Bank Transfer,2023-01-14,true
155,Construction,Public Works,v5,30303.22,Net 30,Credit Card,2023-04-07,true
156,Maintenance,Airport,v3,93514.71,Net 30,Credit Card,2023-01-01,true
157,Construction,Airport,v5,43666.25,Net 60,Bank Transfer,2023-04-07,false
158,Supply,Public Works,v5,28908.2,Net 30,PayPal,2023-10-20,false
159,Construction,Engineering,v2,75071.66,Net 60,Bank Transfer,2023-04-01,true
160,Services,Transportation,v5,51683.09,Net 60,Credit Card,2023-01-10,false
161,Construction,Port,v5,34425.69,Net 30,Bank Transfer,2023-06-27,true
162,Supply,Transportation,v3,74606.57,Net 45,Credit Card,2022-11-01,true
163,Maintenance,Port,v5,81700.4,Net 30,PayPal,2023-06-07,false
164,Construction,Public Works,v4,49224.27,Net 30,PayPal,2023-08-03,true
165,Supply,Transportation,v4,47590.51,Net 60,Credit Card,2023-09-16,true
166,Construction,Bridge and Highway,v1,74525.28,Net 45,Bank Transfer,2023-02-01,true
167,Supply,Public Works,v5,40333.38,Net 45,Credit Card,2023-09-27,true
