ContractID,ContractType,Department,VendorID,ContractValue,PaymentTerms,Payment_Method,IsFraud
433,Services,Airport,v5,3716.27,Net 45,Credit Card,1
434,Maintenance,Engineering,v2,59639.96,Net 45,Credit Card,0
435,Supply,Public Works,v5,64373.55,Net 45,PayPal,0
436,Supply,Engineering,v4,13407.45,Net 30,Credit Card,0
437,Supply,Engineering,v2,3206.82,Net 60,PayPal,0
438,Services,Engineering,v3,85219.72,Net 60,Credit Card,0
439,Services,Public Works,v5,4600.6,Net 30,PayPal,0
440,Services,Engineering,v5,48080.55,Net 30,PayPal,0
441,Services,Engineering,v5,99825.22,Net 45,PayPal,1
442,Supply,Engineering,v5,75485.14,Net 60,Credit Card,0
443,Supply,Engineering,v1,87646.97,Net 60,PayPal,0
444,Construction,Engineering,v2,29926.89,Net 60,Credit Card,0
445,Construction,Engineering,v3,91797.0,Net 45,Bank Transfer,0
446,Services,Airport,v1,96288.74,Net 60,Credit Card,0
447,Services,Engineering,v5,98404.05,Net 60,PayPal,0
448,Supply,Public Works,v1,33859.09,Net 45,PayPal,1
449,Supply,Airport,v3,89118.62,Net 60,Credit Card,0
450,Supply,Engineering,v5,43288.64,Net 60,Bank Transfer,1
451,Services,Port,v1,91571.1,Net 60,PayPal,0
452,Supply,Public Works,v5,3935.52,Net 60,Credit Card,0
453,Supply,Bridge and Highway,v1,94995.57,Net 60,Credit Card,0
454,Services,Engineering,v1,61613.44,Net 60,Credit Card,0
455,Maintenance,Engineering,v1,91164.12,Net 45,Credit Card,1
456,Supply,Engineering,v3,58356.77,Net 60,Bank Transfer,0
457,Supply,Bridge and Highway,v2,8279.84,Net 45,PayPal,0
458,Services,Airport,v5,15115.09,Net 60,PayPal,0
459,Construction,Engineering,v4,83402.26,Net 60,Bank Transfer,0
460,Supply,Airport,v5,27988.07,Net 45,PayPal,1
461,Maintenance,Public Works,v1,65076.15,Net 60,Credit Card,1
462,Services,Airport,v5,14279.93,Net 60,Credit Card,1
463,Supply,Engineering,v4,31001.76,Net 30,Credit Card,0
464,Supply,Engineering,v4,90476.94,Net 45,PayPal,0
465,Services,Engineering,v2,67594.63,Net 60,PayPal,0
466,Supply,Port,v1,71371.53,Net 60,Bank Transfer,0
467,Supply,Port,v2,24245.5,Net 45,Credit Card,1
468,Supply,Airport,v5,85374.7,Net 60,Bank Transfer,0
469,Services,Bridge and Highway,v1,56713.16,Net 45,Bank Transfer,1
470,Services,Engineering,v5,39924.77,Net 45,Bank Transfer,0
471,Services,Engineering,v5,86721.65,Net 60,Credit Card,1
472,Supply,Engineering,v5,31354.7,Net 60,PayPal,0
473,Supply,Engineering,v5,44497.48,Net 45,Bank Transfer,0
474,Supply,Airport,v2,38766.99,Net 60,Credit Card,0
475,Services,Engineering,v5,49195.92,Net 60,PayPal,0
476,Construction,Engineering,v5,53455.89,Net 60,Credit Card,1
477,Services,Engineering,v1,17461.49,Net 45,Bank Transfer,0
478,Services,Airport,v1,75.01,Net 60,Credit Card,0
479,Construction,Airport,v4,67036.45,Net 60,PayPal,1
480,Supply,Airport,v2,50958.62,Net 30,Credit Card,0
481,Supply,Public Works,v1,4503.34,Net 45,PayPal,0
482,Supply,Engineering,v4,71212.62,Net 60,PayPal,1
483,Services,Public Works,v5,98387.76,Net 30,PayPal,0
484,Construction,Bridge and Highway,v1,31108.25,Net 60,PayPal,1
485,Services,Airport,v1,92427.05,Net 30,Bank Transfer,1
486,Construction,Engineering,v4,22695.28,Net 45,Credit Card,0
487,Supply,Engineering,v1,20097.01,Net 60,Credit Card,0
488,Services,Engineering,v4,28151.97,Net 60,Credit Card,0
489,Services,Engineering,v1,21725.87,Net 30,PayPal,0
490,Construction,Bridge and Highway,v1,1591.46,Net 60,Credit Card,0
491,Services,Engineering,v1,70009.39,Net 60,Credit Card,0
492,Construction,Bridge and Highway,v1,61059.67,Net 60,Bank Transfer,0
493,Construction,Bridge and Highway,v3,38951.78,Net 60,Credit Card,0
494,Construction,Engineering,v3,27207.73,Net 60,Credit Card,0
495,Services,Bridge and Highway,v1,11561.0,Net 45,Credit Card,0
496,Services,Engineering,v5,68571.9,Net 60,PayPal,1
497,Supply,Engineering,v1,27937.22,Net 30,Credit Card,0
498,Construction,Bridge and Highway,v1,37377.75,Net 60,Credit Card,0
499,Maintenance,Port,v1,26761.95,Net 60,Credit Card,1
500,Maintenance,Port,v1,28453.98,Net 45,Credit Card,0
501,Construction,Engineering,v1,50036.48,Net 60,Credit Card,0
502,Supply,Engineering,v3,23977.2,Net 30,Credit Card,0
503,Services,Engineering,v2,29565.26,Net 30,Bank Transfer,1
504,Services,Engineering,v2,18309.6,Net 60,Credit Card,0
505,Construction,Public Works,v1,21230.07,Net 30,Bank Transfer,0
506,Services,Bridge and Highway,v2,54659.0,Net 60,Credit Card,0
507,Maintenance,Bridge and Highway,v5,76697.6,Net 60,Credit Card,1
508,Maintenance,Airport,v2,82639.98,Net 30,Credit Card,0
509,Maintenance,Bridge and Highway,v4,93909.65,Net 60,PayPal,0
510,Construction,Bridge and Highway,v2,11206.38,Net 60,Bank Transfer,0
511,Maintenance,Engineering,v3,83659.21,Net 30,PayPal,0
512,Services,Public Works,v5,39811.68,Net 60,Credit Card,0
513,Services,Public Works,v2,27482.99,Net 60,Bank Transfer,0
514,Maintenance,Public Works,v1,77950.27,Net 60,Credit Card,0
515,Services,Engineering,v2,63409.34,Net 30,PayPal,0
516,Supply,Public Works,v2,1056.26,Net 60,Credit Card,0
517,Construction,Bridge and Highway,v4,20795.06,Net 60,PayPal,0
518,Services,Airport,v3,27623.48,Net 60,Credit Card,0
519,Construction,Engineering,v2,51601.47,Net 60,PayPal,0
520,Services,Engineering,v2,4428.6,Net 60,Credit Card,0
521,Construction,Public Works,v4,99792.55,Net 30,Credit Card,0
522,Services,Engineering,v5,5707.8,Net 60,Bank Transfer,0
523,Supply,Airport,v4,65148.24,Net 60,Credit Card,0
524,Construction,Bridge and Highway,v2,81657.1,Net 60,PayPal,0
525,Maintenance,Airport,v5,27353.98,Net 45,PayPal,1
526,Construction,Airport,v2,75129.34,Net 30,Credit Card,1
527,Services,Engineering,v1,26466.52,Net 45,PayPal,0
528,Services,Engineering,v4,62966.06,Net 45,PayPal,0
529,Services,Engineering,v2,35686.06,Net 60,PayPal,0
530,Construction,Engineering,v5,757.64,Net 60,Bank Transfer,1
531,Supply,Engineering,v4,44087.64,Net 30,Credit Card,0
532,Supply,Public Works,v5,29465.44,Net 45,Credit Card,1
533,Services,Public Works,v2,92510.13,Net 60,Bank Transfer,0
534,Supply,Bridge and Highway,v1,55297.4,Net 60,Credit Card,0
535,Construction,Port,v4,51560.56,Net 45,PayPal,0
536,Construction,Public Works,v1,97247.33,Net 60,PayPal,0
537,Supply,Bridge and Highway,v2,22785.38,Net 45,Bank Transfer,0
538,Services,Airport,v1,29324.93,Net 45,Bank Transfer,0
539,Construction,Engineering,v3,58307.4,Net 60,Credit Card,0
540,Services,Bridge and Highway,v5,35243.39,Net 60,PayPal,0
541,Services,Airport,v5,92520.9,Net 45,PayPal,0
542,Supply,Public Works,v4,3705.77,Net 60,Credit Card,1
543,Maintenance,Airport,v4,65655.28,Net 30,Credit Card,1
544,Supply,Port,v2,26067.38,Net 30,PayPal,0
545,Maintenance,Public Works,v1,8367.4,Net 45,PayPal,0
546,Construction,Engineering,v1,44904.6,Net 45,Credit Card,0
547,Maintenance,Engineering,v1,31627.1,Net 30,Bank Transfer,1
548,Supply,Engineering,v1,39898.4,Net 45,PayPal,1
549,Construction,Public Works,v2,87109.19,Net 45,PayPal,0
550,Services,Airport,v1,6794.33,Net 60,Credit Card,0
551,Services,Bridge and Highway,v4,28762.25,Net 60,Bank Transfer,0
552,Maintenance,Airport,v1,79379.94,Net 60,Credit Card,1
553,Construction,Engineering,v1,65712.44,Net 30,Credit Card,1
554,Supply,Engineering,v2,51291.03,Net 60,Credit Card,0
555,Supply,Engineering,v3,23432.95,Net 45,Bank Transfer,1
556,Maintenance,Engineering,v1,78694.3,Net 60,Credit Card,1
557,Supply,Engineering,v2,54490.95,Net 60,PayPal,1
558,Services,Engineering,v1,44605.27,Net 30,Credit Card,1
559,Supply,Bridge and Highway,v5,19168.63,Net 60,Bank Transfer,0
560,Services,Bridge and Highway,v1,94560.0,Net 30,PayPal,0
561,Services,Engineering,v4,86943.55,Net 45,PayPal,1
562,Supply,Port,v1,63029.11,Net 45,PayPal,0
563,Construction,Engineering,v1,49431.13,Net 45,Credit Card,1
564,Services,Transportation,v4,62805.55,Net 60,Credit Card,0
565,Services,Public Works,v4,83708.62,Net 60,Credit Card,0
566,Services,Engineering,v5,95303.62,Net 30,Credit Card,0
567,Construction,Engineering,v1,27024.68,Net 30,PayPal,1
568,Construction,Port,v1,39193.76,Net 60,Credit Card,1
569,Services,Port,v2,49692.92,Net 45,Credit Card,1
570,Construction,Engineering,v2,7410.46,Net 60,PayPal,0
571,Services,Transportation,v2,13139.31,Net 60,PayPal,0
572,Services,Airport,v2,10829.05,Net 30,Credit Card,1
573,Services,Public Works,v1,76147.9,Net 60,Credit Card,0
574,Construction,Airport,v1,40999.15,Net 60,PayPal,0
575,Supply,Airport,v5,4401.02,Net 45,Credit Card,1
576,Construction,Engineering,v2,31942.21,Net 60,PayPal,1
577,Services,Engineering,v1,69320.11,Net 45,Bank Transfer,1
578,Services,Bridge and Highway,v5,66477.23,Net 30,PayPal,1
579,Supply,Engineering,v5,71571.74,Net 45,Credit Card,1
580,Maintenance,Engineering,v1,83001.85,Net 60,PayPal,0
581,Services,Port,v2,2727.21,Net 60,PayPal,0
582,Maintenance,Public Works,v1,45872.11,Net 60,Bank Transfer,1
583,Services,Engineering,v3,71599.03,Net 60,Credit Card,0
584,Maintenance,Public Works,v1,63927.02,Net 60,Bank Transfer,0
585,Services,Engineering,v5,5235.87,Net 60,Credit Card,0
586,Supply,Engineering,v1,60700.3,Net 30,Credit Card,0
587,Services,Public Works,v1,38437.87,Net 60,Credit Card,1
588,Supply,Port,v5,10126.81,Net 60,Credit Card,0
589,Services,Engineering,v5,9809.99,Net 45,PayPal,0
590,Supply,Port,v1,40392.44,Net 30,PayPal,0
591,Services,Public Works,v1,20997.07,Net 30,PayPal,0
592,Maintenance,Port,v1,50719.88,Net 60,Credit Card,0
593,Services,Engineering,v2,4777.45,Net 60,Credit Card,0
594,Supply,Engineering,v3,56217.79,Net 60,Bank Transfer,0
595,Services,Engineering,v4,11748.49,Net 45,PayPal,1
596,Services,Engineering,v1,88391.94,Net 45,Credit Card,1
597,Supply,Engineering,v5,15047.39,Net 60,PayPal,1
598,Supply,Public Works,v2,18143.19,Net 30,Credit Card,0
599,Services,Bridge and Highway,v5,71940.04,Net 45,Credit Card,1
600,Services,Engineering,v2,76460.33,Net 30,Credit Card,0
601,Maintenance,Engineering,v2,91291.57,Net 30,PayPal,0
602,Services,Public Works,v5,42636.61,Net 60,Credit Card,0
603,Supply,Engineering,v3,73984.6,Net 30,PayPal,1
604,Services,Public Works,v3,64585.6,Net 60,Credit Card,0
605,Services,Engineering,v1,71585.97,Net 30,Credit Card,0
606,Construction,Public Works,v5,26011.1,Net 60,Credit Card,0
607,Services,Airport,v5,11299.43,Net 60,Credit Card,1
608,Services,Engineering,v4,72244.8,Net 30,Credit Card,0
609,Supply,Transportation,v2,52133.07,Net 30,Credit Card,0
610,Supply,Bridge and Highway,v1,13373.64,Net 60,Credit Card,0
611,Construction,Transportation,v4,95739.67,Net 45,Credit Card,1
612,Maintenance,Bridge and Highway,v1,4667.96,Net 45,Credit Card,0
613,Maintenance,Bridge and Highway,v2,21331.83,Net 30,Bank Transfer,0
614,Services,Engineering,v1,64234.43,Net 60,PayPal,1
615,Construction,Engineering,v1,41238.97,Net 60,Credit Card,0
616,Supply,Engineering,v3,43756.57,Net 45,Credit Card,0
617,Services,Engineering,v1,7500.12,Net 30,PayPal,0
618,Maintenance,Engineering,v5,89621.19,Net 60,Credit Card,1
619,Services,Bridge and Highway,v5,69310.09,Net 30,PayPal,1
620,Construction,Port,v3,78738.14,Net 60,PayPal,0
621,Services,Engineering,v1,44529.38,Net 30,Credit Card,1
622,Maintenance,Airport,v5,56539.65,Net 60,Credit Card,0
623,Services,Public Works,v5,64358.84,Net 60,Credit Card,0
624,Supply,Public Works,v1,2749.24,Net 60,Credit Card,0
625,Services,Port,v5,81496.89,Net 30,Bank Transfer,0
626,Construction,Port,v1,99744.52,Net 30,Bank Transfer,1
627,Services,Engineering,v2,63333.07,Net 60,Bank Transfer,0
628,Supply,Airport,v5,74364.4,Net 30,Bank Transfer,0
629,Construction,Engineering,v1,18948.49,Net 30,Credit Card,0
630,Services,Transportation,v5,47999.48,Net 60,PayPal,1
631,Supply,Public Works,v4,87707.79,Net 60,PayPal,0
632,Supply,Bridge and Highway,v1,44913.74,Net 45,PayPal,1
633,Services,Engineering,v5,77793.43,Net 45,PayPal,0
634,Services,Airport,v3,19177.05,Net 60,Credit Card,0
635,Services,Port,v3,88508.37,Net 30,PayPal,1
636,Supply,Public Works,v3,48448.23,Net 60,Bank Transfer,0
637,Supply,Airport,v2,39693.32,Net 45,PayPal,0
638,Services,Engineering,v1,50579.24,Net 60,Credit Card,0
639,Construction,Port,v5,16672.97,Net 45,Credit Card,0
640,Services,Engineering,v1,82544.24,Net 45,Credit Card,0
641,Services,Bridge and Highway,v3,71043.13,Net 30,PayPal,0
642,Maintenance,Bridge and Highway,v3,51477.52,Net 60,Credit Card,0
643,Maintenance,Airport,v5,30441.8,Net 60,Credit Card,0
644,Supply,Engineering,v4,53460.45,Net 60,Credit Card,1
645,Maintenance,Engineering,v5,22912.71,Net 60,Credit Card,0
646,Maintenance,Bridge and Highway,v1,97973.89,Net 30,Bank Transfer,0
647,Services,Engineering,v4,37892.68,Net 60,Bank Transfer,1
648,Services,Public Works,v4,79994.9,Net 45,Credit Card,1
649,Supply,Airport,v1,51722.76,Net 30,Bank Transfer,0
650,Supply,Engineering,v1,4419.41,Net 60,Credit Card,0
651,Maintenance,Transportation,v2,37599.17,Net 60,PayPal,0
652,Services,Engineering,v1,40667.05,Net 60,Credit Card,0
653,Services,Engineering,v5,7165.87,Net 45,Credit Card,0
654,Services,Public Works,v5,65108.63,Net 60,Bank Transfer,0
655,Services,Bridge and Highway,v2,17288.95,Net 60,Bank Transfer,1
656,Supply,Engineering,v4,93706.38,Net 30,Credit Card,0
657,Supply,Public Works,v3,65583.08,Net 60,Credit Card,0
658,Services,Engineering,v1,85635.54,Net 60,Credit Card,0
659,Supply,Engineering,v5,99434.93,Net 60,Bank Transfer,1
660,Supply,Engineering,v4,69537.25,Net 45,PayPal,0
661,Supply,Bridge and Highway,v1,48600.3,Net 45,Credit Card,0
662,Services,Engineering,v2,7883.05,Net 30,Credit Card,0
663,Services,Engineering,v2,73895.45,Net 45,Credit Card,0
664,Services,Engineering,v2,50615.16,Net 45,Credit Card,0
665,Services,Public Works,v2,84463.14,Net 30,Credit Card,0
666,Services,Transportation,v5,74417.26,Net 60,Credit Card,1
667,Construction,Bridge and Highway,v2,11800.4,Net 30,Credit Card,0
668,Services,Public Works,v2,82670.39,Net 60,PayPal,1
669,Maintenance,Public Works,v5,34528.4,Net 30,PayPal,1
670,Construction,Engineering,v1,20326.71,Net 45,Credit Card,0
671,Construction,Engineering,v5,33596.03,Net 45,PayPal,1
672,Services,Public Works,v3,40804.93,Net 60,Credit Card,0
673,Supply,Engineering,v1,86073.21,Net 60,Credit Card,0
674,Maintenance,Engineering,v1,1842.88,Net 60,PayPal,0
675,Supply,Public Works,v1,31398.31,Net 60,Credit Card,0
676,Maintenance,Engineering,v2,1476.54,Net 60,Bank Transfer,1
677,Services,Engineering,v1,55014.65,Net 60,Credit Card,0
678,Services,Bridge and Highway,v1,14563.2,Net 45,PayPal,0
679,Services,Public Works,v1,81749.73,Net 45,Bank Transfer,0
680,Services,Engineering,v5,94238.87,Net 30,Credit Card,0
681,Services,Port,v1,21387.66,Net 30,PayPal,1
682,Supply,Public Works,v2,51049.83,Net 60,Credit Card,0
683,Construction,Engineering,v1,74111.59,Net 60,Credit Card,0
684,Construction,Engineering,v5,97086.63,Net 30,Credit Card,0
685,Maintenance,Engineering,v5,73218.2,Net 45,Credit Card,0
686,Supply,Public Works,v1,43737.75,Net 60,Credit Card,0
687,Services,Transportation,v1,71945.7,Net 30,PayPal,0
688,Services,Bridge and Highway,v5,82552.77,Net 60,Bank Transfer,0
689,Maintenance,Engineering,v5,56220.68,Net 45,Credit Card,0
690,Services,Engineering,v4,81059.55,Net 45,Credit Card,0
691,Services,Public Works,v4,5294.36,Net 45,Credit Card,0
692,Construction,Transportation,v2,44298.39,Net 60,Bank Transfer,0
693,Supply,Port,v5,61792.61,Net 60,PayPal,1
694,Construction,Bridge and Highway,v1,26544.14,Net 60,Credit Card,0
695,Construction,Public Works,v5,81794.23,Net 45,Bank Transfer,0
696,Construction,Port,v5,76474.85,Net 60,PayPal,1
697,Supply,Port,v2,3788.43,Net 45,Credit Card,1
698,Supply,Engineering,v5,89956.07,Net 60,Credit Card,0
699,Services,Engineering,v2,2622.58,Net 30,Credit Card,1
700,Maintenance,Airport,v2,81595.1,Net 45,Credit Card,0
701,Services,Bridge and Highway,v5,51698.6,Net 45,PayPal,1
702,Supply,Engineering,v1,78947.63,Net 60,PayPal,0
703,Services,Engineering,v1,53008.22,Net 45,Bank Transfer,0
704,Supply,Airport,v1,10327.18,Net 60,Bank Transfer,0
705,Supply,Bridge and Highway,v5,95880.39,Net 45,Bank Transfer,1
706,Supply,Airport,v2,27716.11,Net 30,Bank Transfer,0
707,Maintenance,Port,v5,86493.07,Net 60,PayPal,0
708,Construction,Bridge and Highway,v5,78451.16,Net 60,Credit Card,1
709,Supply,Port,v5,94250.33,Net 60,Credit Card,1
710,Services,Bridge and Highway,v1,12994.16,Net 60,PayPal,0
711,Supply,Airport,v4,61555.75,Net 60,Credit Card,1
712,Services,Public Works,v2,61683.08,Net 60,PayPal,0
713,Supply,Port,v1,56648.67,Net 60,PayPal,1
714,Supply,Bridge and Highway,v2,66926.52,Net 60,Credit Card,0
715,Services,Bridge and Highway,v3,60052.27,Net 30,Credit Card,0
716,Supply,Airport,v4,87851.19,Net 60,PayPal,0
717,Services,Transportation,v1,81755.46,Net 30,Bank Transfer,0
718,Supply,Engineering,v2,69259.1,Net 60,Credit Card,0
719,Services,Airport,v2,30847.63,Net 30,Credit Card,0
720,Services,Engineering,v1,16238.45,Net 45,Credit Card,0
721,Services,Engineering,v4,709.39,Net 45,Credit Card,1
722,Maintenance,Engineering,v5,39786.97,Net 60,Bank Transfer,1
723,Supply,Bridge and Highway,v3,6119.59,Net 45,Credit Card,1
724,Services,Airport,v2,82555.28,Net 30,Credit Card,0
725,Services,Bridge and Highway,v5,3307.79,Net 60,Credit Card,0
726,Services,Bridge and Highway,v5,44516.58,Net 60,Credit Card,0
727,Services,Bridge and Highway,v2,96489.64,Net 60,PayPal,0
728,Services,Engineering,v2,56675.13,Net 45,Bank Transfer,0
729,Services,Transportation,v2,6825.9,Net 60,PayPal,0
730,Maintenance,Public Works,v1,24240.44,Net 60,Credit Card,0
731,Supply,Public Works,v1,19234.21,Net 60,Credit Card,0
732,Services,Engineering,v2,83990.51,Net 30,Credit Card,0
733,Supply,Public Works,v5,14505.87,Net 60,Credit Card,0
734,Services,Bridge and Highway,v4,49181.51,Net 45,PayPal,0
735,Supply,Engineering,v2,37075.67,Net 30,PayPal,1
736,Construction,Engineering,v5,52003.85,Net 60,PayPal,1
737,Services,Airport,v1,8485.51,Net 60,PayPal,0
738,Supply,Engineering,v5,60431.65,Net 60,Bank Transfer,1
739,Supply,Airport,v1,30367.23,Net 45,Bank Transfer,0
740,Supply,Engineering,v1,57366.53,Net 30,PayPal,1
741,Supply,Public Works,v5,99798.59,Net 45,Bank Transfer,0
742,Services,Airport,v1,98460.45,Net 60,PayPal,0
743,Services,Bridge and Highway,v5,91561.37,Net 60,PayPal,1
744,Services,Engineering,v1,53752.51,Net 60,Credit Card,0
745,Supply,Airport,v3,21423.89,Net 60,Credit Card,1
746,Maintenance,Bridge and Highway,v5,89566.62,Net 60,Credit Card,0
747,Services,Public Works,v4,87002.3,Net 60,Credit Card,1
748,Services,Engineering,v1,62448.66,Net 60,Credit Card,0
749,Services,Airport,v2,10780.6,Net 60,Bank Transfer,0
750,Maintenance,Public Works,v3,12149.38,Net 60,Bank Transfer,0
751,Construction,Engineering,v5,34384.54,Net 45,Credit Card,1
752,Supply,Airport,v5,31918.55,Net 45,Credit Card,1
753,Services,Airport,v2,54780.43,Net 60,Bank Transfer,1
754,Supply,Port,v4,63343.78,Net 30,Credit Card,0
755,Supply,Port,v5,1281.05,Net 60,PayPal,0
756,Services,Engineering,v2,87371.56,Net 60,Credit Card,0
757,Services,Public Works,v4,8570.35,Net 45,Bank Transfer,1
758,Supply,Bridge and Highway,v1,75205.11,Net 60,PayPal,0
759,Services,Bridge and Highway,v5,72978.15,Net 30,Credit Card,0
760,Construction,Engineering,v1,86322.83,Net 60,Credit Card,0
761,Services,Engineering,v4,78275.2,Net 45,Bank Transfer,0
762,Services,Engineering,v4,48984.5,Net 30,Credit Card,0
763,Services,Transportation,v4,41822.67,Net 60,Credit Card,0
764,Maintenance,Engineering,v5,19541.19,Net 60,PayPal,0
765,Construction,Bridge and Highway,v4,13234.97,Net 30,Credit Card,1
766,Supply,Airport,v5,40613.16,Net 60,Bank Transfer,0
767,Supply,Bridge and Highway,v1,38639.93,Net 30,PayPal,0
768,Supply,Engineering,v4,97295.66,Net 60,Bank Transfer,0
769,Supply,Engineering,v1,80893.54,Net 45,Credit Card,0
770,Construction,Transportation,v1,42780.53,Net 60,Credit Card,0
771,Services,Engineering,v1,85719.69,Net 60,Bank Transfer,1
772,Services,Airport,v4,24572.31,Net 30,Bank Transfer,0
773,Services,Engineering,v2,63717.35,Net 45,Bank Transfer,0
774,Construction,Public Works,v1,84309.54,Net 60,PayPal,1
775,Maintenance,Port,v5,48388.07,Net 45,Credit Card,1
776,Services,Engineering,v4,19787.5,Net 30,PayPal,1
777,Supply,Engineering,v4,20499.19,Net 45,PayPal,0
778,Maintenance,Public Works,v1,93584.49,Net 60,Credit Card,0
779,Construction,Public Works,v3,55231.77,Net 60,Credit Card,1
780,Services,Bridge and Highway,v3,75400.06,Net 45,PayPal,0
781,Services,Engineering,v4,58866.57,Net 45,Credit Card,1
782,Services,Engineering,v1,17165.3,Net 30,Credit Card,0
783,Services,Airport,v1,97174.87,Net 30,Credit Card,1
784,Construction,Engineering,v4,35242.38,Net 30,PayPal,0
785,Services,Engineering,v1,74424.47,Net 60,Bank Transfer,1
786,Construction,Bridge and Highway,v1,35541.37,Net 30,Credit Card,0
787,Construction,Public Works,v1,5903.18,Net 45,Credit Card,0
788,Maintenance,Engineering,v5,14337.06,Net 60,Credit Card,1
789,Services,Public Works,v5,99175.36,Net 60,Credit Card,0
790,Construction,Public Works,v1,79611.58,Net 60,Credit Card,1
791,Supply,Public Works,v4,24588.77,Net 30,Credit Card,0
792,Maintenance,Engineering,v1,13990.86,Net 60,Credit Card,0
793,Construction,Port,v1,64381.02,Net 60,Bank Transfer,1
794,Construction,Airport,v2,56193.76,Net 60,Credit Card,0
795,Supply,Public Works,v3,24950.55,Net 60,Credit Card,0
796,Services,Port,v1,59528.47,Net 60,Credit Card,1
797,Supply,Engineering,v4,51258.98,Net 45,Credit Card,0
798,Supply,Public Works,v1,81635.47,Net 30,Credit Card,1
799,Supply,Engineering,v3,98570.73,Net 45,Credit Card,0
800,Supply,Transportation,v3,26899.91,Net 45,Bank Transfer,1
801,Services,Transportation,v5,95010.38,Net 60,Credit Card,0
802,Maintenance,Engineering,v5,57474.55,Net 60,Bank Transfer,0
803,Services,Bridge and Highway,v1,33758.31,Net 60,Credit Card,0
804,Supply,Engineering,v3,74272.53,Net 30,Credit Card,1
805,Construction,Engineering,v1,85828.09,Net 60,PayPal,0
806,Maintenance,Public Works,v5,54262.24,Net 45,PayPal,0
807,Construction,Bridge and Highway,v5,78353.84,Net 60,PayPal,0
808,Construction,Public Works,v5,71557.3,Net 30,PayPal,0
809,Services,Public Works,v1,72774.42,Net 30,Credit Card,0
810,Services,Engineering,v1,54368.25,Net 30,Credit Card,0
811,Supply,Transportation,v2,11090.53,Net 45,Credit Card,0
812,Services,Transportation,v5,18907.27,Net 45,Credit Card,0
813,Supply,Bridge and Highway,v4,48926.38,Net 30,Credit Card,1
814,Maintenance,Public Works,v5,85141.49,Net 60,PayPal,0
815,Services,Public Works,v3,41731.32,Net 60,PayPal,1
816,Supply,Public Works,v1,57399.83,Net 60,Bank Transfer,1
817,Services,Engineering,v2,83326.6,Net 60,PayPal,0
818,Services,Bridge and Highway,v3,63574.58,Net 60,Credit Card,0
819,Supply,Bridge and Highway,v1,74338.37,Net 60,Credit Card,1
820,Supply,Airport,v2,27764.37,Net 45,PayPal,1
821,Supply,Engineering,v5,66946.74,Net 60,Credit Card,0
822,Supply,Public Works,v1,77068.6,Net 60,Bank Transfer,1
823,Services,Engineering,v1,99884.18,Net 30,Credit Card,0
824,Supply,Bridge and Highway,v1,63573.99,Net 45,PayPal,0
825,Services,Public Works,v5,86392.38,Net 60,Credit Card,0
826,Services,Bridge and Highway,v3,44015.16,Net 60,Credit Card,0
827,Construction,Airport,v1,77864.27,Net 60,Credit Card,0
828,Services,Engineering,v2,66808.86,Net 60,Credit Card,0
829,Services,Engineering,v1,68263.32,Net 45,Credit Card,0
830,Construction,Public Works,v1,78988.89,Net 30,Credit Card,0
831,Construction,Airport,v3,19989.35,Net 60,Bank Transfer,1
832,Supply,Bridge and Highway,v5,85231.91,Net 60,PayPal,1
833,Supply,Port,v3,92938.77,Net 45,Bank Transfer,0
834,Supply,Engineering,v5,87214.86,Net 60,PayPal,1
835,Construction,Bridge and Highway,v4,81276.74,Net 45,Credit Card,0
836,Construction,Transportation,v4,68889.56,Net 45,PayPal,0
837,Supply,Engineering,v1,53170.1,Net 45,Credit Card,0
838,Construction,Airport,v1,97050.13,Net 60,Credit Card,0
839,Supply,Airport,v3,70804.75,Net 60,Credit Card,0
840,Construction,Public Works,v1,86083.75,Net 30,Bank Transfer,0
841,Maintenance,Public Works,v4,23007.57,Net 30,Credit Card,0
842,Services,Engineering,v1,53382.54,Net 30,Credit Card,0
843,Construction,Engineering,v5,19660.91,Net 45,Credit Card,1
844,Services,Public Works,v2,35066.31,Net 60,Credit Card,0
845,Services,Engineering,v5,92039.98,Net 60,Credit Card,0
846,Services,Port,v2,81376.44,Net 45,PayPal,0
847,Construction,Bridge and Highway,v5,64935.02,Net 60,Credit Card,0
848,Services,Airport,v3,79188.28,Net 60,Credit Card,0
849,Construction,Engineering,v1,45467.19,Net 30,PayPal,0
850,Supply,Public Works,v1,5328.42,Net 60,Bank Transfer,0
851,Supply,Engineering,v5,48743.95,Net 30,Credit Card,0
852,Services,Port,v5,73090.33,Net 30,PayPal,1
853,Supply,Bridge and Highway,v2,98291.48,Net 60,Bank Transfer,0
854,Construction,Engineering,v5,88716.29,Net 60,PayPal,0
855,Construction,Engineering,v4,17515.22,Net 60,Bank Transfer,1
856,Services,Engineering,v5,6232.75,Net 60,PayPal,0
857,Supply,Port,v2,59510.71,Net 45,Credit Card,0
858,Maintenance,Bridge and Highway,v2,24921.31,Net 60,Credit Card,0
859,Services,Engineering,v5,98130.94,Net 60,Credit Card,0
860,Construction,Port,v5,42838.05,Net 60,Credit Card,1
861,Services,Engineering,v2,92211.12,Net 60,Credit Card,0
862,Services,Transportation,v1,97745.33,Net 45,Credit Card,1
863,Services,Engineering,v2,8637.83,Net 45,PayPal,0
864,Services,Bridge and Highway,v2,54205.65,Net 60,PayPal,0
